Time,Temperature
0.477789015,9.109248673
0.477789015,8.938391779
0.477789015,7.742393519
0.477789015,7.571536625
0.477789015,7.40067973
0.477789015,7.229822836
0.477789015,7.058965942
0.477789015,6.888109047
0.477789015,6.717252153
0.477789015,6.546395259
0.477789015,6.375538364
0.477789015,6.20468147
0.477789015,6.033824576
0.477789015,5.862967682
0.477789015,5.692110787
0.477789015,5.521253893
0.477789015,5.350396999
0.477789015,5.179540104
0.477789015,5.00868321
0.477789015,4.837826316
0.477789015,4.666969421
0.477789015,2.787543584
0.477789015,2.61668669
0.477789015,2.445829795
0.477789015,2.274972901
0.477789015,1.933259113
0.97852414,10.6472642
0.97852414,10.4764073
0.97852414,10.30555041
0.97852414,9.451265938
0.97852414,9.109552149
0.97852414,8.938695255
0.97852414,8.596981466
0.97852414,8.426124572
0.97852414,8.255267678
0.97852414,8.084410783
0.97852414,7.913553889
0.97852414,7.742696995
0.97852414,7.5718401
0.97852414,7.400983206
0.97852414,7.230126312
0.97852414,7.059269417
0.97852414,6.888412523
0.97852414,6.717555629
0.97852414,6.546698735
0.97852414,6.37584184
0.97852414,6.204984946
0.97852414,6.034128052
0.97852414,5.863271157
0.97852414,5.692414263
0.97852414,5.521557369
0.97852414,5.350700474
0.97852414,5.17984358
0.97852414,5.008986686
0.97852414,4.838129792
0.97852414,4.667272897
0.97852414,4.496416003
0.97852414,2.958703954
0.97852414,2.78784706
0.97852414,2.616990166
0.97852414,2.446133271
0.97852414,2.275276377
0.97852414,2.104419483
1.479259266,12.01442283
1.479259266,11.84356593
1.479259266,11.67270904
1.479259266,11.50185215
1.479259266,11.33099525
1.479259266,11.16013836
1.479259266,10.98928146
1.479259266,10.81842457
1.479259266,10.64756767
1.479259266,10.47671078
1.479259266,10.30585389
1.479259266,10.13499699
1.479259266,9.964140096
1.479259266,9.793283202
1.479259266,9.622426308
1.479259266,9.451569414
1.479259266,9.280712519
1.479259266,9.109855625
1.479259266,8.938998731
1.479259266,8.768141836
1.479259266,8.597284942
1.479259266,8.426428048
1.479259266,8.255571153
1.479259266,8.084714259
1.479259266,7.913857365
1.479259266,7.743000471
1.479259266,7.572143576
1.479259266,4.838433267
1.479259266,4.667576373
1.479259266,2.95900743
1.479259266,2.788150536
1.479259266,2.617293641
1.479259266,2.446436747
1.479259266,2.275579853
1.479259266,2.104722959
1.479259266,1.933866064
1.979994391,12.1855832
1.979994391,12.0147263
1.979994391,11.84386941
1.979994391,11.67301252
1.979994391,11.50215562
1.979994391,11.33129873
1.979994391,11.16044183
1.979994391,10.98958494
1.979994391,10.81872804
1.979994391,10.64787115
1.979994391,10.47701426
1.979994391,10.30615736
1.979994391,10.13530047
1.979994391,9.964443572
1.979994391,9.793586678
1.979994391,9.622729784
1.979994391,9.451872889
1.979994391,9.281015995
1.979994391,9.110159101
1.979994391,8.939302206
1.979994391,8.768445312
1.979994391,8.597588418
1.979994391,8.426731524
1.979994391,8.255874629
1.979994391,8.085017735
1.979994391,7.914160841
1.979994391,2.788454012
1.979994391,2.617597117
1.979994391,2.446740223
1.979994391,2.275883329
1.979994391,2.105026434
1.979994391,1.93416954
2.480729516,12.18588667
2.480729516,12.01502978
2.480729516,11.84417289
2.480729516,11.67331599
2.480729516,11.5024591
2.480729516,11.3316022
2.480729516,11.16074531
2.480729516,10.98988841
2.480729516,10.81903152
2.480729516,10.64817463
2.480729516,10.47731773
2.480729516,10.30646084
2.480729516,10.13560394
2.480729516,9.964747048
2.480729516,9.793890154
2.480729516,9.623033259
2.480729516,9.452176365
2.480729516,9.281319471
2.480729516,9.110462577
2.480729516,8.939605682
2.480729516,8.768748788
2.480729516,8.597891894
2.480729516,8.427034999
2.480729516,8.256178105
2.480729516,8.085321211
2.480729516,7.914464316
2.480729516,7.743607422
2.480729516,7.572750528
2.480729516,7.401893634
2.480729516,7.231036739
2.480729516,7.060179845
2.480729516,6.889322951
2.480729516,6.718466056
2.480729516,6.547609162
2.480729516,6.376752268
2.480729516,6.205895373
2.480729516,6.035038479
2.480729516,5.864181585
2.480729516,5.693324691
2.480729516,1.934473016
2.480729516,1.763616122
2.480729516,1.592759227
2.480729516,1.421902333
2.981464642,9.281622947
2.981464642,9.110766052
2.981464642,8.769052264
2.981464642,8.59819537
2.981464642,7.914767792
2.981464642,7.743910898
2.981464642,7.573054004
2.981464642,7.402197109
2.981464642,5.693628166
2.981464642,5.522771272
2.981464642,5.351914378
2.981464642,5.181057483
2.981464642,5.010200589
2.981464642,4.839343695
2.981464642,4.668486801
2.981464642,2.447347175
2.981464642,2.27649028
2.981464642,2.105633386
2.981464642,1.934776492
2.981464642,1.763919597
2.981464642,1.593062703
2.981464642,1.422205809
3.482199767,9.111069528
3.482199767,8.76935574
3.482199767,8.598498845
3.482199767,7.57335748
3.482199767,7.402500585
3.482199767,5.693931642
3.482199767,5.523074748
3.482199767,5.352217854
3.482199767,5.181360959
3.482199767,5.010504065
3.482199767,4.839647171
3.482199767,4.668790276
3.482199767,4.497933382
3.482199767,2.44765065
3.482199767,2.276793756
3.482199767,2.105936862
3.482199767,1.935079968
3.482199767,1.764223073
3.482199767,1.593366179
3.982934893,9.965657476
3.982934893,9.794800581
3.982934893,9.623943687
3.982934893,9.453086793
3.982934893,8.598802321
3.982934893,8.427945427
3.982934893,8.257088533
3.982934893,8.086231638
3.982934893,7.915374744
3.982934893,7.573660955
3.982934893,7.402804061
3.982934893,6.890233378
3.982934893,6.719376484
3.982934893,6.54851959
3.982934893,6.377662695
3.982934893,5.523378224
3.982934893,5.352521329
3.982934893,5.181664435
3.982934893,5.010807541
3.982934893,4.669093752
3.982934893,4.498236858
3.982934893,2.447954126
3.982934893,2.277097232
3.982934893,2.106240338
3.982934893,1.935383443
4.483670018,9.965960951
4.483670018,9.795104057
4.483670018,9.624247163
4.483670018,9.453390269
4.483670018,9.282533374
4.483670018,9.11167648
4.483670018,8.940819586
4.483670018,8.769962691
4.483670018,8.599105797
4.483670018,8.428248903
4.483670018,8.257392008
4.483670018,8.086535114
4.483670018,7.91567822
4.483670018,7.744821326
4.483670018,7.573964431
4.483670018,7.403107537
4.483670018,7.232250643
4.483670018,7.061393748
4.483670018,6.890536854
4.483670018,6.71967996
4.483670018,6.548823065
4.483670018,6.377966171
4.483670018,5.5236817
4.483670018,5.352824805
4.483670018,5.181967911
4.483670018,5.011111017
4.483670018,4.669397228
4.483670018,4.498540334
4.483670018,2.277400708
4.483670018,2.106543814
4.483670018,1.935686919
4.984405143,9.28283685
4.984405143,9.111979956
4.984405143,8.941123061
4.984405143,8.770266167
4.984405143,8.599409273
4.984405143,8.428552379
4.984405143,7.745124801
4.984405143,7.574267907
4.984405143,7.403411013
4.984405143,7.232554118
4.984405143,7.061697224
4.984405143,6.207412753
4.984405143,6.036555858
4.984405143,5.865698964
4.984405143,5.69484207
4.984405143,5.523985175
4.984405143,5.182271387
4.984405143,5.011414493
4.984405143,4.840557598
4.984405143,4.669700704
4.984405143,4.49884381
4.984405143,2.106847289
4.984405143,1.935990395
5.485140269,8.599712749
5.485140269,8.428855854
5.485140269,8.087142066
5.485140269,6.207716228
5.485140269,6.036859334
5.485140269,5.86600244
5.485140269,5.695145546
5.485140269,5.182574863
5.485140269,5.011717968
5.485140269,2.790578342
5.485140269,2.619721448
5.485140269,2.448864554
5.485140269,2.27800766
5.485140269,2.107150765
5.485140269,1.936293871
5.985875394,8.600016225
5.985875394,8.42915933
5.985875394,5.012021444
5.985875394,4.84116455
5.985875394,2.961738713
5.985875394,2.790881818
5.985875394,2.620024924
5.985875394,2.44916803
5.985875394,2.278311135
5.985875394,2.107454241
5.985875394,1.936597347
6.48661052,8.6003197
6.48661052,8.429462806
6.48661052,5.01232492
6.48661052,4.841468026
6.48661052,2.962042188
6.48661052,2.791185294
6.48661052,2.6203284
6.48661052,2.449471505
6.48661052,2.278614611
6.48661052,2.107757717
6.48661052,1.936900823
6.48661052,1.766043928
6.48661052,1.595187034
6.987345645,10.8217628
6.987345645,9.967478331
6.987345645,9.796621436
6.987345645,9.625764542
6.987345645,9.454907648
6.987345645,9.284050753
6.987345645,9.113193859
6.987345645,8.942336965
6.987345645,8.77148007
6.987345645,8.600623176
6.987345645,8.429766282
6.987345645,6.037769762
6.987345645,5.866912867
6.987345645,5.18348529
6.987345645,5.012628396
6.987345645,2.620631876
6.987345645,2.449774981
6.987345645,2.278918087
6.987345645,2.108061193
6.987345645,1.937204298
6.987345645,1.766347404
6.987345645,1.59549051
6.987345645,1.424633616
7.48808077,10.82206628
7.48808077,9.967781806
7.48808077,9.796924912
7.48808077,9.626068018
7.48808077,9.455211124
7.48808077,9.284354229
7.48808077,9.113497335
7.48808077,8.942640441
7.48808077,8.771783546
7.48808077,8.600926652
7.48808077,8.430069758
7.48808077,8.259212863
7.48808077,8.088355969
7.48808077,7.917499075
7.48808077,7.746642181
7.48808077,7.575785286
7.48808077,7.404928392
7.48808077,7.234071498
7.48808077,7.063214603
7.48808077,6.892357709
7.48808077,6.721500815
7.48808077,6.55064392
7.48808077,6.379787026
7.48808077,6.208930132
7.48808077,6.038073237
7.48808077,5.867216343
7.48808077,5.696359449
7.48808077,5.525502555
7.48808077,5.35464566
7.48808077,5.183788766
7.48808077,5.012931872
7.48808077,1.937507774
7.48808077,1.76665088
7.48808077,1.595793986
7.988815896,10.82236975
7.988815896,10.65151286
7.988815896,10.48065597
7.988815896,10.30979907
7.988815896,10.13894218
7.988815896,9.968085282
7.988815896,9.797228388
7.988815896,9.626371494
7.988815896,9.455514599
7.988815896,9.284657705
7.988815896,9.113800811
7.988815896,8.942943916
7.988815896,8.772087022
7.988815896,8.601230128
7.988815896,8.430373234
7.988815896,8.259516339
7.988815896,6.038376713
7.988815896,5.867519819
7.988815896,1.93781125
7.988815896,1.766954356
8.489551021,9.455818075
8.489551021,9.284961181
8.489551021,8.772390498
8.489551021,8.601533604
8.489551021,8.430676709
8.489551021,8.259819815
8.489551021,8.088962921
8.489551021,7.918106026
8.489551021,7.747249132
8.489551021,7.576392238
8.489551021,7.405535344
8.489551021,7.234678449
8.489551021,7.063821555
8.489551021,6.892964661
8.489551021,6.722107766
8.489551021,6.551250872
8.489551021,6.380393978
8.489551021,6.209537083
8.489551021,6.038680189
8.489551021,5.867823295
8.489551021,5.696966401
8.489551021,5.526109506
8.489551021,1.767257832
8.489551021,1.596400937
8.990286146,9.456121551
8.990286146,9.285264657
8.990286146,8.943550868
8.990286146,8.60183708
8.990286146,8.260123291
8.990286146,8.089266397
8.990286146,7.918409502
8.990286146,7.747552608
8.990286146,7.576695714
8.990286146,7.405838819
8.990286146,7.234981925
8.990286146,7.064125031
8.990286146,6.893268137
8.990286146,6.722411242
8.990286146,6.551554348
8.990286146,6.380697454
8.990286146,6.209840559
8.990286146,6.038983665
8.990286146,5.868126771
8.990286146,5.697269876
8.990286146,5.526412982
8.990286146,5.355556088
8.990286146,1.767561307
8.990286146,1.596704413
9.491021272,9.114711238
9.491021272,8.943854344
9.491021272,8.089569872
9.491021272,7.918712978
9.491021272,5.526716458
9.491021272,5.355859564
9.491021272,5.185002669
9.491021272,5.014145775
9.491021272,4.843288881
9.491021272,4.672431986
9.491021272,1.767864783
9.491021272,1.597007889
9.491021272,1.426150995
9.991756397,9.456728503
9.991756397,8.94415782
9.991756397,8.773300925
9.991756397,8.602444031
9.991756397,8.431587137
9.991756397,8.260730243
9.991756397,8.089873348
9.991756397,7.919016454
9.991756397,7.064731982
9.991756397,6.893875088
9.991756397,6.723018194
9.991756397,6.5521613
9.991756397,6.381304405
9.991756397,5.014449251
9.991756397,4.843592357
9.991756397,4.672735462
9.991756397,2.280738942
9.991756397,2.109882048
9.991756397,1.939025153
9.991756397,1.768168259
9.991756397,1.597311365
10.49249152,9.627888873
10.49249152,9.457031979
10.49249152,9.286175084
10.49249152,9.11531819
10.49249152,8.602747507
10.49249152,8.431890613
10.49249152,8.261033718
10.49249152,8.090176824
10.49249152,7.91931993
10.49249152,7.748463036
10.49249152,7.577606141
10.49249152,6.894178564
10.49249152,6.72332167
10.49249152,6.552464775
10.49249152,6.381607881
10.49249152,5.014752727
10.49249152,4.843895832
10.49249152,4.673038938
10.49249152,2.281042418
10.49249152,2.110185524
10.49249152,1.939328629
10.49249152,1.768471735
10.49249152,1.597614841
10.99322665,9.457335454
10.99322665,9.28647856
10.99322665,9.115621666
10.99322665,8.603050983
10.99322665,8.432194089
10.99322665,8.261337194
10.99322665,8.0904803
10.99322665,7.919623406
10.99322665,7.748766511
10.99322665,7.577909617
10.99322665,6.723625146
10.99322665,6.552768251
10.99322665,6.381911357
10.99322665,5.015056203
10.99322665,4.844199308
10.99322665,4.673342414
10.99322665,4.50248552
10.99322665,2.281345894
10.99322665,2.110488999
10.99322665,1.939632105
10.99322665,1.768775211
10.99322665,1.597918316
10.99322665,1.427061422
11.49396177,8.603354459
11.49396177,8.432497564
11.49396177,8.090783776
11.49396177,7.919926881
11.49396177,6.553071727
11.49396177,6.382214833
11.49396177,6.211357938
11.49396177,4.844502784
11.49396177,4.67364589
11.49396177,4.502788995
11.49396177,4.331932101
11.49396177,2.452506264
11.49396177,2.28164937
11.49396177,2.110792475
11.49396177,1.939935581
11.49396177,1.769078687
11.49396177,1.598221792
11.49396177,1.427364898
11.9946969,8.091087252
11.9946969,7.920230357
11.9946969,6.382518309
11.9946969,4.503092471
11.9946969,4.332235577
11.9946969,2.45280974
11.9946969,2.281952845
11.9946969,2.111095951
11.9946969,1.940239057
11.9946969,1.769382162
11.9946969,1.598525268
11.9946969,1.427668374
12.49543202,8.262247622
12.49543202,8.091390727
12.49543202,7.920533833
12.49543202,7.237106256
12.49543202,7.066249362
12.49543202,6.895392467
12.49543202,6.724535573
12.49543202,6.553678679
12.49543202,6.382821784
12.49543202,6.21196489
12.49543202,6.041107996
12.49543202,5.870251102
12.49543202,5.699394207
12.49543202,5.528537313
12.49543202,5.357680419
12.49543202,5.186823524
12.49543202,5.01596663
12.49543202,4.845109736
12.49543202,4.674252841
12.49543202,4.503395947
12.49543202,4.332539053
12.49543202,4.161682159
12.49543202,2.453113215
12.49543202,2.282256321
12.49543202,2.111399427
12.49543202,1.940542533
12.49543202,1.769685638
12.49543202,1.598828744
12.49543202,1.42797185
12.99616715,9.116835569
12.99616715,8.262551098
12.99616715,8.091694203
12.99616715,7.920837309
12.99616715,7.408266626
12.99616715,7.237409732
12.99616715,7.066552837
12.99616715,6.895695943
12.99616715,6.724839049
12.99616715,6.553982155
12.99616715,6.38312526
12.99616715,6.212268366
12.99616715,6.041411472
12.99616715,5.870554577
12.99616715,5.699697683
12.99616715,5.528840789
12.99616715,5.357983894
12.99616715,5.187127
12.99616715,5.016270106
12.99616715,4.845413212
12.99616715,4.674556317
12.99616715,4.503699423
12.99616715,4.332842529
12.99616715,1.59913222
12.99616715,1.428275326
13.49690228,11.67999246
13.49690228,11.50913557
13.49690228,11.33827867
13.49690228,11.16742178
13.49690228,10.99656488
13.49690228,10.82570799
13.49690228,10.65485109
13.49690228,10.4839942
13.49690228,10.31313731
13.49690228,10.14228041
13.49690228,9.971423516
13.49690228,9.800566622
13.49690228,9.629709728
13.49690228,9.458852834
13.49690228,9.287995939
13.49690228,9.117139045
13.49690228,8.946282151
13.49690228,8.775425256
13.49690228,8.604568362
13.49690228,8.433711468
13.49690228,8.262854573
13.49690228,8.091997679
13.49690228,7.921140785
13.49690228,7.750283891
13.49690228,7.579426996
13.49690228,7.408570102
13.49690228,6.041714947
13.49690228,5.870858053
13.49690228,1.599435696
13.49690228,1.428578801
13.9976374,11.68029594
13.9976374,11.50943904
13.9976374,11.33858215
13.9976374,11.16772525
13.9976374,10.99686836
13.9976374,10.82601146
13.9976374,10.65515457
13.9976374,10.48429768
13.9976374,10.31344078
13.9976374,10.14258389
13.9976374,9.971726992
13.9976374,9.800870098
13.9976374,9.630013204
13.9976374,9.459156309
13.9976374,9.288299415
13.9976374,9.117442521
13.9976374,8.946585626
13.9976374,8.775728732
13.9976374,8.604871838
13.9976374,8.434014944
13.9976374,8.263158049
13.9976374,8.092301155
13.9976374,7.921444261
13.9976374,7.750587366
13.9976374,7.579730472
13.9976374,7.408873578
13.9976374,6.042018423
13.9976374,5.871161529
13.9976374,5.700304635
13.9976374,1.599739171
13.9976374,1.428882277
14.49837253,11.68059941
14.49837253,11.50974252
14.49837253,11.33888562
14.49837253,11.16802873
14.49837253,10.99717183
14.49837253,10.82631494
14.49837253,10.65545805
14.49837253,10.48460115
14.49837253,10.31374426
14.49837253,10.14288736
14.49837253,9.972030468
14.49837253,9.801173574
14.49837253,9.63031668
14.49837253,9.459459785
14.49837253,9.288602891
14.49837253,9.117745997
14.49837253,8.946889102
14.49837253,8.776032208
14.49837253,8.605175314
14.49837253,8.434318419
14.49837253,8.263461525
14.49837253,8.092604631
14.49837253,7.921747736
14.49837253,7.750890842
14.49837253,7.580033948
14.49837253,7.409177054
14.49837253,7.238320159
14.49837253,7.067463265
14.49837253,6.896606371
14.49837253,6.725749476
14.49837253,6.554892582
14.49837253,6.384035688
14.49837253,6.213178793
14.49837253,6.042321899
14.49837253,5.871465005
14.49837253,5.700608111
14.49837253,1.600042647
14.49837253,1.429185753
14.99910765,10.14319084
14.99910765,9.972333944
14.99910765,9.80147705
14.99910765,9.630620155
14.99910765,9.288906367
14.99910765,9.118049472
14.99910765,8.947192578
14.99910765,8.776335684
14.99910765,8.60547879
14.99910765,8.434621895
14.99910765,8.263765001
14.99910765,8.092908107
14.99910765,7.922051212
14.99910765,7.751194318
14.99910765,7.580337424
14.99910765,7.409480529
14.99910765,5.700911586
14.99910765,5.530054692
14.99910765,5.359197798
14.99910765,5.188340903
14.99910765,5.017484009
14.99910765,4.846627115
14.99910765,4.675770221
14.99910765,1.600346123
14.99910765,1.429489229
15.49984278,7.751497794
15.49984278,7.5806409
15.49984278,7.409784005
15.49984278,7.238927111
15.49984278,6.384642639
15.49984278,6.213785745
15.49984278,6.042928851
15.49984278,5.872071957
15.49984278,5.701215062
15.49984278,5.530358168
15.49984278,5.359501274
15.49984278,5.188644379
15.49984278,5.017787485
15.49984278,4.846930591
15.49984278,4.676073696
15.49984278,4.505216802
15.49984278,2.625790965
15.49984278,2.45493407
15.49984278,2.284077176
15.49984278,2.113220282
15.49984278,1.942363388
15.49984278,1.771506493
15.49984278,1.600649599
15.49984278,1.429792705
16.0005779,7.922658164
16.0005779,7.75180127
16.0005779,7.580944375
16.0005779,7.410087481
16.0005779,7.239230587
16.0005779,6.384946115
16.0005779,6.214089221
16.0005779,6.043232327
16.0005779,5.872375432
16.0005779,5.701518538
16.0005779,4.676377172
16.0005779,4.505520278
16.0005779,2.796951335
16.0005779,2.626094441
16.0005779,2.455237546
16.0005779,2.284380652
16.0005779,2.113523758
16.0005779,1.942666863
16.0005779,1.771809969
16.0005779,1.600953075
16.50131303,8.093818534
16.50131303,7.92296164
16.50131303,7.581247851
16.50131303,7.410390957
16.50131303,7.068677168
16.50131303,6.897820274
16.50131303,6.72696338
16.50131303,6.556106485
16.50131303,6.385249591
16.50131303,5.701822014
16.50131303,4.676680648
16.50131303,4.505823754
16.50131303,2.797254811
16.50131303,2.626397916
16.50131303,2.455541022
16.50131303,2.284684128
16.50131303,2.113827234
16.50131303,1.942970339
16.50131303,1.772113445
17.00204815,8.09412201
17.00204815,7.923265116
17.00204815,7.752408221
17.00204815,7.581551327
17.00204815,7.410694433
17.00204815,6.89812375
17.00204815,6.727266856
17.00204815,6.556409961
17.00204815,5.70212549
17.00204815,5.531268595
17.00204815,4.676984124
17.00204815,4.50612723
17.00204815,2.626701392
17.00204815,2.455844498
17.00204815,2.284987604
17.00204815,2.114130709
17.00204815,1.943273815
17.00204815,1.772416921
17.50278328,8.094425486
17.50278328,7.923568591
17.50278328,7.752711697
17.50278328,7.581854803
17.50278328,5.702428966
17.50278328,5.531572071
17.50278328,5.360715177
